sex_M,famsize_LE3,Mjob_at_home,Mjob_health,Mjob_services,Fjob_other,reason_course,reason_other,reason_reputation,schoolsup_yes,famsup_yes,higher_yes,romantic_yes,age,Medu,traveltime,failures,famrel,goout,absences,intercept
0.4682,0.199,-0.2646,0.2631,0.4325,-0.2035,-0.2835,0.211,0.2818,-0.4054,-0.3758,0.2997,-0.5003,-0.3263,0.3493,-0.2475,-1.0863,0.1888,-0.5478,0.271,10.4038
