sex_M,Mjob_services,reason_course,schoolsup_yes,famsup_yes,higher_yes,romantic_yes,Medu,traveltime,failures,goout,age health,Medu Dalc,Fedu traveltime,Fedu failures,traveltime failures,traveltime health,studytime failures,failures absences,goout Walc,intercept
0.4123,0.4513,-0.4937,-0.3998,-0.2909,0.3427,-0.4432,0.3769,-0.3875,-1.2288,-0.5658,0.3092,-0.383,-0.3275,-0.3303,0.3395,-0.3594,0.3382,0.688,0.3906,10.1278
