sex_M,Mjob_at_home,Mjob_health,Mjob_services,Mjob_teacher,Fjob_other,Fjob_teacher,reason_course,reason_reputation,schoolsup_yes,famsup_yes,higher_yes,romantic_yes,age,Medu,failures,goout,age failures,age goout,Medu failures,Medu famrel,Medu Dalc,Fedu traveltime,Fedu failures,Fedu freetime,traveltime failures,traveltime Walc,traveltime health,failures absences,goout Walc,intercept
0.5469,-0.4203,0.344,0.6303,-0.3467,-0.355,0.3595,-0.414,0.3037,-0.6323,-0.4555,0.4315,-0.5318,-0.2921,0.3288,-0.4171,-0.3783,-0.3506,-0.5093,-0.6894,0.3753,-0.3333,-0.4732,-0.8514,0.4375,0.3561,0.4048,-0.3393,0.9163,0.2546,10.5174
