sex_M,address_U,famsize_LE3,Pstatus_T,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other,schoolsup_yes,famsup_yes,paid_yes,activities_yes,nursery_yes,higher_yes,internet_yes,romantic_yes,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,intercept
-0.6603,0.174,-0.0,-0.1636,-0.1695,0.3717,-0.3116,0.0,0.0,0.3905,-0.0,-0.0,-0.3895,0.5574,-0.2494,0.0,-0.0,0.1724,0.0,-0.0,-0.0,-1.3762,0.0,-0.126,0.3874,-0.0,1.9711,0.0725,-0.3184,0.2807,0.1636,-0.0,-0.1001,0.2736,-1.121,0.052,-0.0014,-0.2293,-0.1453,-0.0,-0.1843,-0.0573,7.5914
