sex_M,address_U,famsize_LE3,Pstatus_T,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other,schoolsup_yes,famsup_yes,paid_yes,activities_yes,nursery_yes,higher_yes,internet_yes,romantic_yes,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,intercept
-0.7602,0.2338,-0.1254,-0.425,-0.3494,0.6795,-0.4123,0.0604,0.0218,0.6596,-0.3037,-0.2855,-0.7701,0.6997,-0.214,0.0965,-0.1562,0.2737,0.1402,0.0438,-0.184,-1.5717,0.0182,-0.3848,0.5237,-0.065,2.2191,0.1839,-0.4335,0.4011,0.1226,-0.0543,-0.0707,0.2331,-0.6133,0.0859,-0.0252,-0.3002,-0.1027,0.0358,-0.2735,-0.293,11.451
