sex_M,address_U,Mjob_health,Mjob_other,Fjob_services,Fjob_teacher,reason_course,guardian_other,schoolsup_yes,activities_yes,higher_yes,romantic_yes,age,Medu,studytime,failures,goout,health,absences,Medu Dalc,intercept
-0.5808,0.2489,0.2932,-0.22,-0.377,0.3162,-0.3606,-0.2103,-0.8669,0.3152,0.9895,-0.2694,0.3071,0.2631,0.2954,-0.7142,-0.2652,-0.2574,-0.3137,-0.3579,12.0495
