sex_M,address_U,famsize_LE3,Pstatus_T,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other,schoolsup_yes,famsup_yes,paid_yes,activities_yes,nursery_yes,higher_yes,internet_yes,romantic_yes,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,intercept
-0.629,0.178,-0.0,-0.1585,-0.1438,0.338,-0.2998,0.0,0.0,0.2782,-0.0,-0.0488,-0.4275,0.4312,-0.2445,0.0,-0.0,0.1724,0.0,-0.0,-0.0,-1.2483,0.0098,-0.1473,0.3772,-0.0,1.6733,0.0735,-0.2981,0.2702,0.1843,0.0,-0.1049,0.2826,-1.118,0.0552,-0.0068,-0.2253,-0.1582,-0.0,-0.1848,-0.059,7.9935
