sex_M,address_U,famsize_LE3,Pstatus_T,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other,schoolsup_yes,famsup_yes,paid_yes,activities_yes,nursery_yes,higher_yes,internet_yes,romantic_yes,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,intercept
-0.6658,0.2353,-0.0583,-0.3196,-0.2416,0.5137,-0.3569,0.047,0.0378,0.4273,-0.1475,-0.1815,-0.6099,0.5116,-0.2182,0.0735,-0.1017,0.2464,0.1152,0.0424,-0.1576,-1.2624,0.0573,-0.3072,0.4631,-0.0369,1.5637,0.1443,-0.3608,0.3716,0.1655,-0.0257,-0.0795,0.2467,-0.652,0.0809,-0.027,-0.2792,-0.1353,0.0238,-0.2677,-0.2982,11.7582
