sex_M,address_U,famsize_LE3,Pstatus_T,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other,schoolsup_yes,famsup_yes,paid_yes,activities_yes,nursery_yes,higher_yes,internet_yes,romantic_yes,1,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,age Medu,age Fedu,age traveltime,age studytime,age failures,age famrel,age freetime,age goout,age Dalc,age Walc,age health,age absences,Medu Fedu,Medu traveltime,Medu studytime,Medu failures,Medu famrel,Medu freetime,Medu goout,Medu Dalc,Medu Walc,Medu health,Medu absences,Fedu traveltime,Fedu studytime,Fedu failures,Fedu famrel,Fedu freetime,Fedu goout,Fedu Dalc,Fedu Walc,Fedu health,Fedu absences,traveltime studytime,traveltime failures,traveltime famrel,traveltime freetime,traveltime goout,traveltime Dalc,traveltime Walc,traveltime health,traveltime absences,studytime failures,studytime famrel,studytime freetime,studytime goout,studytime Dalc,studytime Walc,studytime health,studytime absences,failures famrel,failures freetime,failures goout,failures Dalc,failures Walc,failures health,failures absences,famrel freetime,famrel goout,famrel Dalc,famrel Walc,famrel health,famrel absences,freetime goout,freetime Dalc,freetime Walc,freetime health,freetime absences,goout Dalc,goout Walc,goout health,goout absences,Dalc Walc,Dalc health,Dalc absences,Walc health,Walc absences,health absences,intercept
-0.3606,0.0,0.0,-0.0,-0.0,0.0,-0.1327,0.0,0.0,0.0,0.0,-0.0,-0.1402,0.0,-0.1797,0.0,-0.0,0.0391,0.0,-0.0,-0.0,-1.0044,0.0,-0.0,0.1353,0.0,1.4949,0.0,-0.0435,0.0,0.0835,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.1145,-0.0,0.5909,0.0,-0.0,0.2891,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0269,-0.1961,0.0,-0.0,0.0,0.0096,0.0,-0.3914,-0.0,0.0,-0.0,-0.0,-0.0,-0.143,0.0,0.0015,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0888,0.0,-0.0,-0.0,-0.099,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0261,-0.0,-0.0,-0.4916,-0.0,-0.0,-0.0,0.0226,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2569,-0.0,-0.0,-0.1427,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,11.5787
