sex_M,Mjob_at_home,Mjob_health,Mjob_other,Fjob_at_home,Fjob_services,Fjob_teacher,reason_course,schoolsup_yes,paid_yes,activities_yes,higher_yes,age Medu,age studytime,Medu traveltime,Medu Dalc,traveltime Dalc,studytime health,failures goout,freetime absences,intercept
-0.5269,-0.3038,0.2532,-0.4075,0.3698,-0.3524,0.469,-0.3671,-1.1078,-0.3148,0.335,1.2772,0.7526,0.5589,-0.3903,-0.5499,0.3009,-0.3707,-0.691,-0.3387,11.9873
